,age_group,canton,pop_size,sex
0,0 - 9,AG,3668,Männlich
1,0 - 9,AG,3531,Männlich
2,0 - 9,AG,3673,Männlich
3,0 - 9,AG,3470,Männlich
4,0 - 9,AG,3653,Männlich
5,0 - 9,AG,3617,Männlich
6,0 - 9,AG,3753,Männlich
7,0 - 9,AG,3706,Männlich
8,0 - 9,AG,3608,Männlich
9,0 - 9,AG,3651,Männlich
10,10 - 19,AG,3440,Männlich
11,10 - 19,AG,3292,Männlich
12,10 - 19,AG,3561,Männlich
13,10 - 19,AG,3345,Männlich
14,10 - 19,AG,3582,Männlich
15,10 - 19,AG,3364,Männlich
16,10 - 19,AG,3490,Männlich
17,10 - 19,AG,3424,Männlich
18,10 - 19,AG,3629,Männlich
19,10 - 19,AG,3429,Männlich
20,20 - 29,AG,3828,Männlich
21,20 - 29,AG,4735,Männlich
22,20 - 29,AG,3857,Männlich
23,20 - 29,AG,4466,Männlich
24,20 - 29,AG,3746,Männlich
25,20 - 29,AG,3992,Männlich
26,20 - 29,AG,4482,Männlich
27,20 - 29,AG,4695,Männlich
28,20 - 29,AG,4001,Männlich
29,20 - 29,AG,4317,Männlich
30,30 - 39,AG,5070,Männlich
31,30 - 39,AG,5049,Männlich
32,30 - 39,AG,4794,Männlich
33,30 - 39,AG,4703,Männlich
34,30 - 39,AG,4663,Männlich
35,30 - 39,AG,5093,Männlich
36,30 - 39,AG,4790,Männlich
37,30 - 39,AG,4809,Männlich
38,30 - 39,AG,5007,Männlich
39,30 - 39,AG,4937,Männlich
40,40 - 49,AG,4747,Männlich
41,40 - 49,AG,4545,Männlich
42,40 - 49,AG,4724,Männlich
43,40 - 49,AG,4897,Männlich
44,40 - 49,AG,5261,Männlich
45,40 - 49,AG,4707,Männlich
46,40 - 49,AG,5020,Männlich
47,40 - 49,AG,4656,Männlich
48,40 - 49,AG,4555,Männlich
49,40 - 49,AG,5124,Männlich
50,50 - 59,AG,5180,Männlich
51,50 - 59,AG,5813,Männlich
52,50 - 59,AG,4707,Männlich
53,50 - 59,AG,5660,Männlich
54,50 - 59,AG,5504,Männlich
55,50 - 59,AG,5326,Männlich
56,50 - 59,AG,5777,Männlich
57,50 - 59,AG,4922,Männlich
58,50 - 59,AG,5492,Männlich
59,50 - 59,AG,5655,Männlich
60,60 - 69,AG,4446,Männlich
61,60 - 69,AG,3212,Männlich
62,60 - 69,AG,4153,Männlich
63,60 - 69,AG,3547,Männlich
64,60 - 69,AG,3303,Männlich
65,60 - 69,AG,3879,Männlich
66,60 - 69,AG,3366,Männlich
67,60 - 69,AG,4249,Männlich
68,60 - 69,AG,3661,Männlich
69,60 - 69,AG,4534,Männlich
70,70 - 79,AG,2767,Männlich
71,70 - 79,AG,2165,Männlich
72,70 - 79,AG,3123,Männlich
73,70 - 79,AG,1724,Männlich
74,70 - 79,AG,2444,Männlich
75,70 - 79,AG,3241,Männlich
76,70 - 79,AG,2852,Männlich
77,70 - 79,AG,3080,Männlich
78,70 - 79,AG,1859,Männlich
79,70 - 79,AG,2680,Männlich
80,80+,AG,239,Männlich
81,80+,AG,18,Männlich
82,80+,AG,1478,Männlich
83,80+,AG,747,Männlich
84,80+,AG,98,Männlich
85,80+,AG,524,Männlich
86,80+,AG,889,Männlich
87,80+,AG,1258,Männlich
88,80+,AG,179,Männlich
89,80+,AG,67,Männlich
90,80+,AG,430,Männlich
91,80+,AG,21,Männlich
92,80+,AG,1196,Männlich
93,80+,AG,1371,Männlich
94,80+,AG,951,Männlich
95,80+,AG,316,Männlich
96,80+,AG,118,Männlich
97,80+,AG,638,Männlich
98,80+,AG,33,Männlich
99,80+,AG,10,Männlich
100,80+,AG,1718,Männlich
101,0 - 9,AG,3434,Weiblich
102,0 - 9,AG,3328,Weiblich
103,0 - 9,AG,3466,Weiblich
104,0 - 9,AG,3484,Weiblich
105,0 - 9,AG,3544,Weiblich
106,0 - 9,AG,3328,Weiblich
107,0 - 9,AG,3392,Weiblich
108,0 - 9,AG,3297,Weiblich
109,0 - 9,AG,3550,Weiblich
110,0 - 9,AG,3356,Weiblich
111,10 - 19,AG,3372,Weiblich
112,10 - 19,AG,3200,Weiblich
113,10 - 19,AG,3145,Weiblich
114,10 - 19,AG,3281,Weiblich
115,10 - 19,AG,3251,Weiblich
116,10 - 19,AG,3197,Weiblich
117,10 - 19,AG,3124,Weiblich
118,10 - 19,AG,3231,Weiblich
119,10 - 19,AG,3161,Weiblich
120,10 - 19,AG,3218,Weiblich
121,20 - 29,AG,3863,Weiblich
122,20 - 29,AG,3548,Weiblich
123,20 - 29,AG,4358,Weiblich
124,20 - 29,AG,3787,Weiblich
125,20 - 29,AG,4409,Weiblich
126,20 - 29,AG,4456,Weiblich
127,20 - 29,AG,3350,Weiblich
128,20 - 29,AG,4355,Weiblich
129,20 - 29,AG,3945,Weiblich
130,20 - 29,AG,3673,Weiblich
131,30 - 39,AG,4653,Weiblich
132,30 - 39,AG,4586,Weiblich
133,30 - 39,AG,4902,Weiblich
134,30 - 39,AG,4520,Weiblich
135,30 - 39,AG,4903,Weiblich
136,30 - 39,AG,4728,Weiblich
137,30 - 39,AG,4607,Weiblich
138,30 - 39,AG,4617,Weiblich
139,30 - 39,AG,4737,Weiblich
140,30 - 39,AG,4734,Weiblich
141,40 - 49,AG,4471,Weiblich
142,40 - 49,AG,4486,Weiblich
143,40 - 49,AG,5151,Weiblich
144,40 - 49,AG,4514,Weiblich
145,40 - 49,AG,4717,Weiblich
146,40 - 49,AG,4482,Weiblich
147,40 - 49,AG,4939,Weiblich
148,40 - 49,AG,5050,Weiblich
149,40 - 49,AG,4618,Weiblich
150,40 - 49,AG,4461,Weiblich
151,50 - 59,AG,5353,Weiblich
152,50 - 59,AG,5337,Weiblich
153,50 - 59,AG,4603,Weiblich
154,50 - 59,AG,5401,Weiblich
155,50 - 59,AG,5045,Weiblich
156,50 - 59,AG,5495,Weiblich
157,50 - 59,AG,4953,Weiblich
158,50 - 59,AG,5335,Weiblich
159,50 - 59,AG,5451,Weiblich
160,50 - 59,AG,4901,Weiblich
161,60 - 69,AG,3916,Weiblich
162,60 - 69,AG,4441,Weiblich
163,60 - 69,AG,3371,Weiblich
164,60 - 69,AG,3722,Weiblich
165,60 - 69,AG,4518,Weiblich
166,60 - 69,AG,4105,Weiblich
167,60 - 69,AG,3442,Weiblich
168,60 - 69,AG,4213,Weiblich
169,60 - 69,AG,3468,Weiblich
170,60 - 69,AG,3736,Weiblich
171,70 - 79,AG,3007,Weiblich
172,70 - 79,AG,2644,Weiblich
173,70 - 79,AG,3348,Weiblich
174,70 - 79,AG,2128,Weiblich
175,70 - 79,AG,3040,Weiblich
176,70 - 79,AG,3187,Weiblich
177,70 - 79,AG,2410,Weiblich
178,70 - 79,AG,2180,Weiblich
179,70 - 79,AG,2879,Weiblich
180,70 - 79,AG,3203,Weiblich
181,80+,AG,1595,Weiblich
182,80+,AG,1879,Weiblich
183,80+,AG,250,Weiblich
184,80+,AG,562,Weiblich
185,80+,AG,76,Weiblich
186,80+,AG,948,Weiblich
187,80+,AG,1379,Weiblich
188,80+,AG,56,Weiblich
189,80+,AG,2010,Weiblich
190,80+,AG,1663,Weiblich
191,80+,AG,644,Weiblich
192,80+,AG,120,Weiblich
193,80+,AG,445,Weiblich
194,80+,AG,36,Weiblich
195,80+,AG,840,Weiblich
196,80+,AG,1219,Weiblich
197,80+,AG,174,Weiblich
198,80+,AG,1832,Weiblich
199,80+,AG,330,Weiblich
200,80+,AG,1117,Weiblich
201,80+,AG,1445,Weiblich
202,0 - 9,AI,84,Männlich
203,0 - 9,AI,102,Männlich
204,0 - 9,AI,105,Männlich
205,0 - 9,AI,87,Männlich
206,0 - 9,AI,75,Männlich
207,0 - 9,AI,84,Männlich
208,0 - 9,AI,88,Männlich
209,0 - 9,AI,98,Männlich
210,0 - 9,AI,78,Männlich
211,0 - 9,AI,89,Männlich
212,10 - 19,AI,71,Männlich
213,10 - 19,AI,89,Männlich
214,10 - 19,AI,89,Männlich
215,10 - 19,AI,98,Männlich
216,10 - 19,AI,76,Männlich
217,10 - 19,AI,82,Männlich
218,10 - 19,AI,88,Männlich
219,10 - 19,AI,78,Männlich
220,10 - 19,AI,93,Männlich
221,10 - 19,AI,79,Männlich
222,20 - 29,AI,130,Männlich
223,20 - 29,AI,107,Männlich
224,20 - 29,AI,113,Männlich
225,20 - 29,AI,126,Männlich
226,20 - 29,AI,100,Männlich
227,20 - 29,AI,114,Männlich
228,20 - 29,AI,123,Männlich
229,20 - 29,AI,127,Männlich
230,20 - 29,AI,124,Männlich
231,20 - 29,AI,136,Männlich
232,30 - 39,AI,95,Männlich
233,30 - 39,AI,108,Männlich
234,30 - 39,AI,106,Männlich
235,30 - 39,AI,89,Männlich
236,30 - 39,AI,113,Männlich
237,30 - 39,AI,104,Männlich
238,30 - 39,AI,103,Männlich
239,30 - 39,AI,102,Männlich
240,30 - 39,AI,106,Männlich
241,30 - 39,AI,118,Männlich
242,40 - 49,AI,106,Männlich
243,40 - 49,AI,112,Männlich
244,40 - 49,AI,117,Männlich
245,40 - 49,AI,96,Männlich
246,40 - 49,AI,85,Männlich
247,40 - 49,AI,89,Männlich
248,40 - 49,AI,126,Männlich
249,40 - 49,AI,93,Männlich
250,40 - 49,AI,100,Männlich
251,40 - 49,AI,133,Männlich
252,50 - 59,AI,128,Männlich
253,50 - 59,AI,130,Männlich
254,50 - 59,AI,135,Männlich
255,50 - 59,AI,131,Männlich
256,50 - 59,AI,115,Männlich
257,50 - 59,AI,129,Männlich
258,50 - 59,AI,110,Männlich
259,50 - 59,AI,140,Männlich
260,50 - 59,AI,117,Männlich
261,50 - 59,AI,115,Männlich
262,60 - 69,AI,71,Männlich
263,60 - 69,AI,85,Männlich
264,60 - 69,AI,112,Männlich
265,60 - 69,AI,104,Männlich
266,60 - 69,AI,110,Männlich
267,60 - 69,AI,87,Männlich
268,60 - 69,AI,118,Männlich
269,60 - 69,AI,86,Männlich
270,60 - 69,AI,102,Männlich
271,60 - 69,AI,76,Männlich
272,70 - 79,AI,98,Männlich
273,70 - 79,AI,60,Männlich
274,70 - 79,AI,71,Männlich
275,70 - 79,AI,60,Männlich
276,70 - 79,AI,47,Männlich
277,70 - 79,AI,70,Männlich
278,70 - 79,AI,76,Männlich
279,70 - 79,AI,58,Männlich
280,70 - 79,AI,57,Männlich
281,70 - 79,AI,79,Männlich
282,80+,AI,5,Männlich
283,80+,AI,2,Männlich
284,80+,AI,2,Männlich
285,80+,AI,56,Männlich
286,80+,AI,2,Männlich
287,80+,AI,47,Männlich
288,80+,AI,13,Männlich
289,80+,AI,35,Männlich
290,80+,AI,46,Männlich
291,80+,AI,19,Männlich
292,80+,AI,12,Männlich
293,80+,AI,41,Männlich
294,80+,AI,0,Männlich
295,80+,AI,1,Männlich
296,80+,AI,30,Männlich
297,80+,AI,31,Männlich
298,80+,AI,3,Männlich
299,80+,AI,0,Männlich
300,80+,AI,1,Männlich
301,80+,AI,18,Männlich
302,80+,AI,25,Männlich
303,0 - 9,AI,70,Weiblich
304,0 - 9,AI,82,Weiblich
305,0 - 9,AI,86,Weiblich
306,0 - 9,AI,90,Weiblich
307,0 - 9,AI,84,Weiblich
308,0 - 9,AI,101,Weiblich
309,0 - 9,AI,104,Weiblich
310,0 - 9,AI,72,Weiblich
311,0 - 9,AI,82,Weiblich
312,0 - 9,AI,93,Weiblich
313,10 - 19,AI,80,Weiblich
314,10 - 19,AI,67,Weiblich
315,10 - 19,AI,81,Weiblich
316,10 - 19,AI,78,Weiblich
317,10 - 19,AI,73,Weiblich
318,10 - 19,AI,93,Weiblich
319,10 - 19,AI,98,Weiblich
320,10 - 19,AI,80,Weiblich
321,10 - 19,AI,91,Weiblich
322,10 - 19,AI,86,Weiblich
323,20 - 29,AI,102,Weiblich
324,20 - 29,AI,100,Weiblich
325,20 - 29,AI,104,Weiblich
326,20 - 29,AI,97,Weiblich
327,20 - 29,AI,96,Weiblich
328,20 - 29,AI,86,Weiblich
329,20 - 29,AI,105,Weiblich
330,20 - 29,AI,92,Weiblich
331,20 - 29,AI,90,Weiblich
332,20 - 29,AI,100,Weiblich
333,30 - 39,AI,101,Weiblich
334,30 - 39,AI,97,Weiblich
335,30 - 39,AI,103,Weiblich
336,30 - 39,AI,86,Weiblich
337,30 - 39,AI,91,Weiblich
338,30 - 39,AI,109,Weiblich
339,30 - 39,AI,90,Weiblich
340,30 - 39,AI,105,Weiblich
341,30 - 39,AI,102,Weiblich
342,30 - 39,AI,88,Weiblich
343,40 - 49,AI,99,Weiblich
344,40 - 49,AI,80,Weiblich
345,40 - 49,AI,115,Weiblich
346,40 - 49,AI,109,Weiblich
347,40 - 49,AI,115,Weiblich
348,40 - 49,AI,83,Weiblich
349,40 - 49,AI,114,Weiblich
350,40 - 49,AI,97,Weiblich
351,40 - 49,AI,97,Weiblich
352,40 - 49,AI,88,Weiblich
353,50 - 59,AI,134,Weiblich
354,50 - 59,AI,109,Weiblich
355,50 - 59,AI,127,Weiblich
356,50 - 59,AI,111,Weiblich
357,50 - 59,AI,130,Weiblich
358,50 - 59,AI,105,Weiblich
359,50 - 59,AI,101,Weiblich
360,50 - 59,AI,140,Weiblich
361,50 - 59,AI,120,Weiblich
362,50 - 59,AI,111,Weiblich
363,60 - 69,AI,98,Weiblich
364,60 - 69,AI,72,Weiblich
365,60 - 69,AI,85,Weiblich
366,60 - 69,AI,75,Weiblich
367,60 - 69,AI,75,Weiblich
368,60 - 69,AI,81,Weiblich
369,60 - 69,AI,95,Weiblich
370,60 - 69,AI,88,Weiblich
371,60 - 69,AI,90,Weiblich
372,60 - 69,AI,88,Weiblich
373,70 - 79,AI,74,Weiblich
374,70 - 79,AI,56,Weiblich
375,70 - 79,AI,71,Weiblich
376,70 - 79,AI,69,Weiblich
377,70 - 79,AI,68,Weiblich
378,70 - 79,AI,50,Weiblich
379,70 - 79,AI,58,Weiblich
380,70 - 79,AI,57,Weiblich
381,70 - 79,AI,72,Weiblich
382,70 - 79,AI,62,Weiblich
383,80+,AI,0,Weiblich
384,80+,AI,1,Weiblich
385,80+,AI,19,Weiblich
386,80+,AI,16,Weiblich
387,80+,AI,54,Weiblich
388,80+,AI,13,Weiblich
389,80+,AI,2,Weiblich
390,80+,AI,18,Weiblich
391,80+,AI,35,Weiblich
392,80+,AI,48,Weiblich
393,80+,AI,2,Weiblich
394,80+,AI,8,Weiblich
395,80+,AI,30,Weiblich
396,80+,AI,10,Weiblich
397,80+,AI,38,Weiblich
398,80+,AI,40,Weiblich
399,80+,AI,49,Weiblich
400,80+,AI,60,Weiblich
401,80+,AI,48,Weiblich
402,80+,AI,1,Weiblich
403,80+,AI,49,Weiblich
404,0 - 9,AR,314,Männlich
405,0 - 9,AR,289,Männlich
406,0 - 9,AR,272,Männlich
407,0 - 9,AR,310,Männlich
408,0 - 9,AR,302,Männlich
409,0 - 9,AR,324,Männlich
410,0 - 9,AR,289,Männlich
411,0 - 9,AR,288,Männlich
412,0 - 9,AR,300,Männlich
413,0 - 9,AR,281,Männlich
414,10 - 19,AR,251,Männlich
415,10 - 19,AR,271,Männlich
416,10 - 19,AR,262,Männlich
417,10 - 19,AR,282,Männlich
418,10 - 19,AR,240,Männlich
419,10 - 19,AR,284,Männlich
420,10 - 19,AR,296,Männlich
421,10 - 19,AR,239,Männlich
422,10 - 19,AR,314,Männlich
423,10 - 19,AR,330,Männlich
424,20 - 29,AR,349,Männlich
425,20 - 29,AR,347,Männlich
426,20 - 29,AR,358,Männlich
427,20 - 29,AR,334,Männlich
428,20 - 29,AR,380,Männlich
429,20 - 29,AR,362,Männlich
430,20 - 29,AR,360,Männlich
431,20 - 29,AR,354,Männlich
432,20 - 29,AR,367,Männlich
433,20 - 29,AR,333,Männlich
434,30 - 39,AR,382,Männlich
435,30 - 39,AR,370,Männlich
436,30 - 39,AR,350,Männlich
437,30 - 39,AR,343,Männlich
438,30 - 39,AR,344,Männlich
439,30 - 39,AR,351,Männlich
440,30 - 39,AR,367,Männlich
441,30 - 39,AR,322,Männlich
442,30 - 39,AR,360,Männlich
443,30 - 39,AR,366,Männlich
444,40 - 49,AR,326,Männlich
445,40 - 49,AR,352,Männlich
446,40 - 49,AR,355,Männlich
447,40 - 49,AR,412,Männlich
448,40 - 49,AR,367,Männlich
449,40 - 49,AR,337,Männlich
450,40 - 49,AR,362,Männlich
451,40 - 49,AR,353,Männlich
452,40 - 49,AR,356,Männlich
453,40 - 49,AR,399,Männlich
454,50 - 59,AR,410,Männlich
455,50 - 59,AR,406,Männlich
456,50 - 59,AR,484,Männlich
457,50 - 59,AR,443,Männlich
458,50 - 59,AR,463,Männlich
459,50 - 59,AR,416,Männlich
460,50 - 59,AR,476,Männlich
461,50 - 59,AR,481,Männlich
462,50 - 59,AR,437,Männlich
463,50 - 59,AR,460,Männlich
464,60 - 69,AR,425,Männlich
465,60 - 69,AR,354,Männlich
466,60 - 69,AR,325,Männlich
467,60 - 69,AR,352,Männlich
468,60 - 69,AR,329,Männlich
469,60 - 69,AR,423,Männlich
470,60 - 69,AR,290,Männlich
471,60 - 69,AR,315,Männlich
472,60 - 69,AR,352,Männlich
473,60 - 69,AR,362,Männlich
474,70 - 79,AR,267,Männlich
475,70 - 79,AR,306,Männlich
476,70 - 79,AR,257,Männlich
477,70 - 79,AR,167,Männlich
478,70 - 79,AR,249,Männlich
479,70 - 79,AR,237,Männlich
480,70 - 79,AR,278,Männlich
481,70 - 79,AR,147,Männlich
482,70 - 79,AR,213,Männlich
483,70 - 79,AR,180,Männlich
484,80+,AR,3,Männlich
485,80+,AR,3,Männlich
486,80+,AR,116,Männlich
487,80+,AR,93,Männlich
488,80+,AR,54,Männlich
489,80+,AR,90,Männlich
490,80+,AR,124,Männlich
491,80+,AR,143,Männlich
492,80+,AR,8,Männlich
493,80+,AR,1,Männlich
494,80+,AR,20,Männlich
495,80+,AR,4,Männlich
496,80+,AR,11,Männlich
497,80+,AR,32,Männlich
498,80+,AR,8,Männlich
499,80+,AR,74,Männlich
500,80+,AR,43,Männlich
501,80+,AR,17,Männlich
502,80+,AR,97,Männlich
503,80+,AR,127,Männlich
504,80+,AR,61,Männlich
505,0 - 9,AR,300,Weiblich
506,0 - 9,AR,261,Weiblich
507,0 - 9,AR,285,Weiblich
508,0 - 9,AR,289,Weiblich
509,0 - 9,AR,279,Weiblich
510,0 - 9,AR,258,Weiblich
511,0 - 9,AR,295,Weiblich
512,0 - 9,AR,268,Weiblich
513,0 - 9,AR,322,Weiblich
514,0 - 9,AR,291,Weiblich
515,10 - 19,AR,257,Weiblich
516,10 - 19,AR,242,Weiblich
517,10 - 19,AR,264,Weiblich
518,10 - 19,AR,254,Weiblich
519,10 - 19,AR,261,Weiblich
520,10 - 19,AR,243,Weiblich
521,10 - 19,AR,241,Weiblich
522,10 - 19,AR,248,Weiblich
523,10 - 19,AR,247,Weiblich
524,10 - 19,AR,285,Weiblich
525,20 - 29,AR,298,Weiblich
526,20 - 29,AR,310,Weiblich
527,20 - 29,AR,276,Weiblich
528,20 - 29,AR,295,Weiblich
529,20 - 29,AR,308,Weiblich
530,20 - 29,AR,333,Weiblich
531,20 - 29,AR,304,Weiblich
532,20 - 29,AR,303,Weiblich
533,20 - 29,AR,308,Weiblich
534,20 - 29,AR,255,Weiblich
535,30 - 39,AR,305,Weiblich
536,30 - 39,AR,335,Weiblich
537,30 - 39,AR,376,Weiblich
538,30 - 39,AR,376,Weiblich
539,30 - 39,AR,305,Weiblich
540,30 - 39,AR,292,Weiblich
541,30 - 39,AR,349,Weiblich
542,30 - 39,AR,381,Weiblich
543,30 - 39,AR,349,Weiblich
544,30 - 39,AR,340,Weiblich
545,40 - 49,AR,396,Weiblich
546,40 - 49,AR,378,Weiblich
547,40 - 49,AR,347,Weiblich
548,40 - 49,AR,321,Weiblich
549,40 - 49,AR,309,Weiblich
550,40 - 49,AR,347,Weiblich
551,40 - 49,AR,395,Weiblich
552,40 - 49,AR,337,Weiblich
553,40 - 49,AR,355,Weiblich
554,40 - 49,AR,324,Weiblich
555,50 - 59,AR,467,Weiblich
556,50 - 59,AR,428,Weiblich
557,50 - 59,AR,511,Weiblich
558,50 - 59,AR,414,Weiblich
559,50 - 59,AR,431,Weiblich
560,50 - 59,AR,433,Weiblich
561,50 - 59,AR,464,Weiblich
562,50 - 59,AR,442,Weiblich
563,50 - 59,AR,419,Weiblich
564,50 - 59,AR,432,Weiblich
565,60 - 69,AR,289,Weiblich
566,60 - 69,AR,343,Weiblich
567,60 - 69,AR,343,Weiblich
568,60 - 69,AR,340,Weiblich
569,60 - 69,AR,400,Weiblich
570,60 - 69,AR,377,Weiblich
571,60 - 69,AR,289,Weiblich
572,60 - 69,AR,312,Weiblich
573,60 - 69,AR,313,Weiblich
574,60 - 69,AR,359,Weiblich
575,70 - 79,AR,203,Weiblich
576,70 - 79,AR,200,Weiblich
577,70 - 79,AR,252,Weiblich
578,70 - 79,AR,286,Weiblich
579,70 - 79,AR,226,Weiblich
580,70 - 79,AR,240,Weiblich
581,70 - 79,AR,233,Weiblich
582,70 - 79,AR,223,Weiblich
583,70 - 79,AR,282,Weiblich
584,70 - 79,AR,282,Weiblich
585,80+,AR,59,Weiblich
586,80+,AR,14,Weiblich
587,80+,AR,105,Weiblich
588,80+,AR,32,Weiblich
589,80+,AR,34,Weiblich
590,80+,AR,14,Weiblich
591,80+,AR,150,Weiblich
592,80+,AR,121,Weiblich
593,80+,AR,11,Weiblich
594,80+,AR,180,Weiblich
595,80+,AR,167,Weiblich
596,80+,AR,84,Weiblich
597,80+,AR,17,Weiblich
598,80+,AR,123,Weiblich
599,80+,AR,139,Weiblich
600,80+,AR,47,Weiblich
601,80+,AR,5,Weiblich
602,80+,AR,142,Weiblich
603,80+,AR,115,Weiblich
604,80+,AR,86,Weiblich
605,80+,AR,170,Weiblich
606,0 - 9,BE,5311,Männlich
607,0 - 9,BE,5097,Männlich
608,0 - 9,BE,5223,Männlich
609,0 - 9,BE,5318,Männlich
610,0 - 9,BE,5040,Männlich
611,0 - 9,BE,5190,Männlich
612,0 - 9,BE,5064,Männlich
613,0 - 9,BE,5034,Männlich
614,0 - 9,BE,5210,Männlich
615,0 - 9,BE,5151,Männlich
616,10 - 19,BE,4764,Männlich
617,10 - 19,BE,5217,Männlich
618,10 - 19,BE,4881,Männlich
619,10 - 19,BE,4886,Männlich
620,10 - 19,BE,5259,Männlich
621,10 - 19,BE,4798,Männlich
622,10 - 19,BE,4931,Männlich
623,10 - 19,BE,4786,Männlich
624,10 - 19,BE,5060,Männlich
625,10 - 19,BE,4820,Männlich
626,20 - 29,BE,5381,Männlich
627,20 - 29,BE,6168,Männlich
628,20 - 29,BE,5806,Männlich
629,20 - 29,BE,6832,Männlich
630,20 - 29,BE,5783,Männlich
631,20 - 29,BE,6430,Männlich
632,20 - 29,BE,6756,Männlich
633,20 - 29,BE,5561,Männlich
634,20 - 29,BE,6764,Männlich
635,20 - 29,BE,5929,Männlich
636,30 - 39,BE,6984,Männlich
637,30 - 39,BE,6984,Männlich
638,30 - 39,BE,6992,Männlich
639,30 - 39,BE,6896,Männlich
640,30 - 39,BE,6756,Männlich
641,30 - 39,BE,7157,Männlich
642,30 - 39,BE,7072,Männlich
643,30 - 39,BE,7124,Männlich
644,30 - 39,BE,7057,Männlich
645,30 - 39,BE,6804,Männlich
646,40 - 49,BE,6742,Männlich
647,40 - 49,BE,6550,Männlich
648,40 - 49,BE,7068,Männlich
649,40 - 49,BE,7486,Männlich
650,40 - 49,BE,6751,Männlich
651,40 - 49,BE,6578,Männlich
652,40 - 49,BE,6796,Männlich
653,40 - 49,BE,7593,Männlich
